MsgID.STATE,1527096366.7015741,False,False
MsgID.LOCAL_VELOCITY,1527096417.6084945,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096417.7825699,False,False
MsgID.GLOBAL_HOME,1527096417.7834170,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096417.8572028,-122.3957481,37.7932799,-0.0510000
MsgID.LOCAL_VELOCITY,1527096417.8572028,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096417.8999314,-0.1771844,0.3383017,0.0517685
MsgID.LOCAL_VELOCITY,1527096417.8999314,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096418.1082470,-122.3957471,37.7932806,-0.0330000
MsgID.LOCAL_VELOCITY,1527096418.1082470,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096418.1093857,-0.1045477,0.4302645,0.0333574
MsgID.LOCAL_VELOCITY,1527096418.1093857,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096418.3577578,-122.3957475,37.7932817,-0.0020000
MsgID.LOCAL_VELOCITY,1527096418.3577578,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096418.3583169,0.0213747,0.3942534,0.0027243
MsgID.LOCAL_VELOCITY,1527096418.3583169,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096418.6074605,-122.3957484,37.7932814,0.0390000
MsgID.LOCAL_VELOCITY,1527096418.6074605,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096418.6096702,-0.0177796,0.3083855,-0.0395441
MsgID.LOCAL_VELOCITY,1527096418.6096702,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096418.7827036,False,False
MsgID.GLOBAL_HOME,1527096418.7832434,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096418.8584292,-122.3957496,37.7932814,0.0850000
MsgID.LOCAL_VELOCITY,1527096418.8584292,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096418.8997269,-0.0164408,0.2081960,-0.0864344
MsgID.LOCAL_VELOCITY,1527096418.8997269,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096419.1080344,-122.3957483,37.7932801,0.1320000
MsgID.LOCAL_VELOCITY,1527096419.1080344,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096419.1103661,-0.1543217,0.3183403,-0.1331651
MsgID.LOCAL_VELOCITY,1527096419.1103661,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096419.3599477,-122.3957475,37.7932788,0.1730000
MsgID.LOCAL_VELOCITY,1527096419.3599477,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096419.3606167,-0.2962318,0.3949984,-0.1733756
MsgID.LOCAL_VELOCITY,1527096419.3606167,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096419.6100411,-122.3957475,37.7932798,0.2020000
MsgID.LOCAL_VELOCITY,1527096419.6100411,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096419.6112046,-0.1884378,0.3955158,-0.2025709
MsgID.LOCAL_VELOCITY,1527096419.6112046,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096419.7821879,False,False
MsgID.GLOBAL_HOME,1527096419.7826974,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096419.8597023,-122.3957471,37.7932812,0.2210000
MsgID.LOCAL_VELOCITY,1527096419.8597023,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096419.8997104,-0.0314002,0.4309888,-0.2213115
MsgID.LOCAL_VELOCITY,1527096419.8997104,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096420.1078053,-122.3957482,37.7932804,0.2320000
MsgID.LOCAL_VELOCITY,1527096420.1078053,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096420.1098864,-0.1232259,0.3323101,-0.2322370
MsgID.LOCAL_VELOCITY,1527096420.1098864,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096420.3595695,-122.3957486,37.7932802,0.2370000
MsgID.LOCAL_VELOCITY,1527096420.3595695,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096420.3599644,-0.1463020,0.2969717,-0.2378918
MsgID.LOCAL_VELOCITY,1527096420.3599644,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096420.6095700,-122.3957473,37.7932805,0.2400000
MsgID.LOCAL_VELOCITY,1527096420.6095700,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096420.6101558,-0.1070959,0.4117312,-0.2407424
MsgID.LOCAL_VELOCITY,1527096420.6101558,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096420.7816765,False,False
MsgID.GLOBAL_HOME,1527096420.7838058,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096420.8615181,-122.3957483,37.7932801,0.2420000
MsgID.LOCAL_VELOCITY,1527096420.8615181,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096420.8625801,-0.1526078,0.3164052,-0.2424186
MsgID.LOCAL_VELOCITY,1527096420.8625801,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096421.1100907,-122.3957473,37.7932799,0.2430000
MsgID.LOCAL_VELOCITY,1527096421.1100907,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096421.1121826,-0.1807156,0.4150839,-0.2433892
MsgID.LOCAL_VELOCITY,1527096421.1121826,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096421.3593447,-122.3957458,37.7932789,0.2430000
MsgID.LOCAL_VELOCITY,1527096421.3593447,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096421.3636565,-0.2893957,0.5459864,-0.2430950
MsgID.LOCAL_VELOCITY,1527096421.3636565,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096421.6131589,-122.3957472,37.7932804,0.2390000
MsgID.LOCAL_VELOCITY,1527096421.6131589,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096421.6142187,-0.1174439,0.4179090,-0.2398816
MsgID.LOCAL_VELOCITY,1527096421.6142187,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096421.7830048,False,False
MsgID.GLOBAL_HOME,1527096421.7834635,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096421.8599842,-122.3957475,37.7932808,0.2300000
MsgID.LOCAL_VELOCITY,1527096421.8599842,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096421.9036963,-0.0845049,0.3954745,-0.2305867
MsgID.LOCAL_VELOCITY,1527096421.9036963,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096422.1112649,-122.3957475,37.7932788,0.2130000
MsgID.LOCAL_VELOCITY,1527096422.1112649,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096422.1143537,-0.3051570,0.3955365,-0.2126359
MsgID.LOCAL_VELOCITY,1527096422.1143537,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096422.3614774,-122.3957475,37.7932799,0.1850000
MsgID.LOCAL_VELOCITY,1527096422.3614774,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096422.3644753,-0.1734591,0.3955986,-0.1845637
MsgID.LOCAL_VELOCITY,1527096422.3644753,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096422.6108043,-122.3957473,37.7932807,0.1490000
MsgID.LOCAL_VELOCITY,1527096422.6108043,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096422.6149933,-0.0839293,0.4130247,-0.1481424
MsgID.LOCAL_VELOCITY,1527096422.6149933,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096422.7825863,False,False
MsgID.GLOBAL_HOME,1527096422.7830434,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096422.8610291,-122.3957469,37.7932810,0.1080000
MsgID.LOCAL_VELOCITY,1527096422.8610291,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096422.9038942,-0.0602259,0.4422889,-0.1074433
MsgID.LOCAL_VELOCITY,1527096422.9038942,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096423.1107008,-122.3957470,37.7932814,0.0680000
MsgID.LOCAL_VELOCITY,1527096423.1107008,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096423.1149232,-0.0138409,0.4413886,-0.0671954
MsgID.LOCAL_VELOCITY,1527096423.1149232,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096423.3607514,-122.3957457,37.7932809,0.0330000
MsgID.LOCAL_VELOCITY,1527096423.3607514,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096423.3649478,-0.0717833,0.5526401,-0.0330288
MsgID.LOCAL_VELOCITY,1527096423.3649478,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096423.6108849,-122.3957455,37.7932798,0.0080000
MsgID.LOCAL_VELOCITY,1527096423.6108849,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096423.6150076,-0.1939676,0.5726118,-0.0087936
MsgID.LOCAL_VELOCITY,1527096423.6150076,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096423.7820892,False,False
MsgID.GLOBAL_HOME,1527096423.7843125,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096423.8601861,-122.3957460,37.7932801,-0.0030000
MsgID.LOCAL_VELOCITY,1527096423.8601861,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096423.8643370,-0.1574714,0.5233967,0.0031435
MsgID.LOCAL_VELOCITY,1527096423.8643370,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096424.1104236,-122.3957465,37.7932801,-0.0030000
MsgID.LOCAL_VELOCITY,1527096424.1104236,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096424.1147366,-0.1558674,0.4781344,0.0030404
MsgID.LOCAL_VELOCITY,1527096424.1147366,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096424.3606486,-122.3957489,37.7932795,0.0070000
MsgID.LOCAL_VELOCITY,1527096424.3606486,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096424.3648522,-0.2179232,0.2689182,-0.0071241
MsgID.LOCAL_VELOCITY,1527096424.3648522,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096424.6114013,-122.3957474,37.7932788,0.0240000
MsgID.LOCAL_VELOCITY,1527096424.6114013,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096424.6156912,-0.3027834,0.3968404,-0.0243227
MsgID.LOCAL_VELOCITY,1527096424.6156912,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096424.7813385,False,False
MsgID.GLOBAL_HOME,1527096424.7834835,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096424.8600113,-122.3957486,37.7932801,0.0450000
MsgID.LOCAL_VELOCITY,1527096424.8600113,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096424.8642206,-0.1525819,0.2953367,-0.0450562
MsgID.LOCAL_VELOCITY,1527096424.8642206,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096425.1121664,-122.3957480,37.7932799,0.0660000
MsgID.LOCAL_VELOCITY,1527096425.1121664,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096425.1163073,-0.1779605,0.3504399,-0.0663709
MsgID.LOCAL_VELOCITY,1527096425.1163073,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096425.3615270,-122.3957460,37.7932803,0.0860000
MsgID.LOCAL_VELOCITY,1527096425.3615270,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096425.3658099,-0.1324356,0.5222480,-0.0872171
MsgID.LOCAL_VELOCITY,1527096425.3658099,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096425.6107619,-122.3957455,37.7932817,0.1090000
MsgID.LOCAL_VELOCITY,1527096425.6107619,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096425.6149843,0.0252940,0.5683692,-0.1096293
MsgID.LOCAL_VELOCITY,1527096425.6149843,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096425.7829528,False,False
MsgID.GLOBAL_HOME,1527096425.7835171,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096425.8616858,-122.3957461,37.7932806,0.1360000
MsgID.LOCAL_VELOCITY,1527096425.8616858,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096425.9037399,-0.0987658,0.5123760,-0.1368735
MsgID.LOCAL_VELOCITY,1527096425.9037399,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096426.1111784,-122.3957478,37.7932803,0.1670000
MsgID.LOCAL_VELOCITY,1527096426.1111784,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096426.1156123,-0.1244418,0.3606637,-0.1685944
MsgID.LOCAL_VELOCITY,1527096426.1156123,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096426.3613462,-122.3957475,37.7932811,0.2000000
MsgID.LOCAL_VELOCITY,1527096426.3613462,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096426.3654990,-0.0427959,0.3921113,-0.2000945
MsgID.LOCAL_VELOCITY,1527096426.3654990,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096426.6108718,-122.3957475,37.7932792,0.2290000
MsgID.LOCAL_VELOCITY,1527096426.6108718,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096426.6151149,-0.2579959,0.3954745,-0.2297002
MsgID.LOCAL_VELOCITY,1527096426.6151149,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096426.7826650,False,False
MsgID.GLOBAL_HOME,1527096426.7829077,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096426.8611779,-122.3957471,37.7932802,0.2510000
MsgID.LOCAL_VELOCITY,1527096426.8611779,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096426.9039135,-0.1458751,0.4231243,-0.2518229
MsgID.LOCAL_VELOCITY,1527096426.9039135,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096427.1130714,-122.3957478,37.7932813,0.2630000
MsgID.LOCAL_VELOCITY,1527096427.1130714,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096427.1153665,-0.0228695,0.3651030,-0.2631978
MsgID.LOCAL_VELOCITY,1527096427.1153665,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096427.3622315,-122.3957495,37.7932796,0.2610000
MsgID.LOCAL_VELOCITY,1527096427.3622315,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096427.3674371,-0.2092309,0.2146842,-0.2612829
MsgID.LOCAL_VELOCITY,1527096427.3674371,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096427.6121237,-122.3957485,37.7932794,0.2470000
MsgID.LOCAL_VELOCITY,1527096427.6121237,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096427.6175828,-0.2335422,0.3083545,-0.2464280
MsgID.LOCAL_VELOCITY,1527096427.6175828,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096427.7820766,False,False
MsgID.GLOBAL_HOME,1527096427.7840586,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096427.8615215,-122.3957477,37.7932799,0.2210000
MsgID.LOCAL_VELOCITY,1527096427.8615215,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096427.8656888,-0.1833996,0.3753372,-0.2211564
MsgID.LOCAL_VELOCITY,1527096427.8656888,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096428.1127579,-122.3957457,37.7932813,0.1890000
MsgID.LOCAL_VELOCITY,1527096428.1127579,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096428.1168432,-0.0188791,0.5478180,-0.1893830
MsgID.LOCAL_VELOCITY,1527096428.1168432,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096428.3626852,-122.3957457,37.7932817,0.1540000
MsgID.LOCAL_VELOCITY,1527096428.3626852,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096428.3670268,0.0168927,0.5510052,-0.1543465
MsgID.LOCAL_VELOCITY,1527096428.3670268,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096428.6138473,-122.3957485,37.7932805,0.1190000
MsgID.LOCAL_VELOCITY,1527096428.6138473,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096428.6160505,-0.1138545,0.3044533,-0.1194918
MsgID.LOCAL_VELOCITY,1527096428.6160505,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096428.7831035,False,False
MsgID.GLOBAL_HOME,1527096428.7836354,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096428.8632085,-122.3957478,37.7932801,0.0900000
MsgID.LOCAL_VELOCITY,1527096428.8632085,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096428.9034078,-0.1558610,0.3617606,-0.0902096
MsgID.LOCAL_VELOCITY,1527096428.9034078,0.0000000,0.0000000,-0.0000000
