MsgID.STATE,1527096366.7015741,False,False
MsgID.LOCAL_VELOCITY,1527096382.3405511,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096382.3411121,-0.2829282,0.3574455,0.0519131
MsgID.LOCAL_VELOCITY,1527096382.3411121,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096382.5901730,-122.3957474,37.7932801,-0.0660000
MsgID.LOCAL_VELOCITY,1527096382.5901730,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096382.5908551,-0.1589977,0.3974406,0.0668059
MsgID.LOCAL_VELOCITY,1527096382.5908551,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096382.7746141,False,False
MsgID.GLOBAL_HOME,1527096382.7790723,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096382.8398769,-122.3957469,37.7932793,-0.0690000
MsgID.LOCAL_VELOCITY,1527096382.8398769,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096382.8408289,-0.2448798,0.4422371,0.0692879
MsgID.LOCAL_VELOCITY,1527096382.8408289,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096383.0909169,-122.3957479,37.7932790,-0.0580000
MsgID.LOCAL_VELOCITY,1527096383.0909169,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096383.0914154,-0.2733433,0.3536995,0.0585801
MsgID.LOCAL_VELOCITY,1527096383.0914154,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096383.3402209,-122.3957472,37.7932805,-0.0360000
MsgID.LOCAL_VELOCITY,1527096383.3402209,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096383.3404408,-0.1117849,0.4191921,0.0368595
MsgID.LOCAL_VELOCITY,1527096383.3404408,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096383.5899384,-122.3957462,37.7932802,-0.0060000
MsgID.LOCAL_VELOCITY,1527096383.5899384,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096383.5910110,-0.1456229,0.5094993,0.0062562
MsgID.LOCAL_VELOCITY,1527096383.5910110,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096383.7749443,False,False
MsgID.GLOBAL_HOME,1527096383.7769608,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096383.8407223,-122.3957482,37.7932801,0.0290000
MsgID.LOCAL_VELOCITY,1527096383.8407223,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096383.8408766,-0.1558674,0.3294955,-0.0299033
MsgID.LOCAL_VELOCITY,1527096383.8408766,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096384.0907495,-122.3957490,37.7932801,0.0630000
MsgID.LOCAL_VELOCITY,1527096384.0907495,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096384.0910532,-0.1614166,0.2622230,-0.0630895
MsgID.LOCAL_VELOCITY,1527096384.0910532,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096384.3406773,-122.3957466,37.7932790,0.0900000
MsgID.LOCAL_VELOCITY,1527096384.3406773,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096384.3408334,-0.2770168,0.4696801,-0.0905768
MsgID.LOCAL_VELOCITY,1527096384.3408334,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096384.5904222,-122.3957468,37.7932799,0.1090000
MsgID.LOCAL_VELOCITY,1527096384.5904222,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096384.5905759,-0.1806445,0.4545306,-0.1096872
MsgID.LOCAL_VELOCITY,1527096384.5905759,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096384.7763164,False,False
MsgID.GLOBAL_HOME,1527096384.7783062,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096384.8422160,-122.3957472,37.7932812,0.1180000
MsgID.LOCAL_VELOCITY,1527096384.8422160,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096384.8427024,-0.0319887,0.4211789,-0.1188059
MsgID.LOCAL_VELOCITY,1527096384.8427024,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096385.0907500,-122.3957454,37.7932791,0.1190000
MsgID.LOCAL_VELOCITY,1527096385.0907500,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096385.0914629,-0.2709762,0.5757163,-0.1198435
MsgID.LOCAL_VELOCITY,1527096385.0914629,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096385.3423152,-122.3957468,37.7932795,0.1130000
MsgID.LOCAL_VELOCITY,1527096385.3423152,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096385.3430727,-0.2240415,0.4559483,-0.1139673
MsgID.LOCAL_VELOCITY,1527096385.3430727,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096385.5917222,-122.3957475,37.7932810,0.1030000
MsgID.LOCAL_VELOCITY,1527096385.5917222,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096385.5923591,-0.0533832,0.3880756,-0.1038281
MsgID.LOCAL_VELOCITY,1527096385.5923591,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096385.7752464,False,False
MsgID.GLOBAL_HOME,1527096385.7784424,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096385.8411095,-122.3957460,37.7932802,0.0920000
MsgID.LOCAL_VELOCITY,1527096385.8411095,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096385.8431902,-0.1469552,0.5259526,-0.0920374
MsgID.LOCAL_VELOCITY,1527096385.8431902,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096386.0926547,-122.3957474,37.7932787,0.0800000
MsgID.LOCAL_VELOCITY,1527096386.0926547,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096386.0938091,-0.3156926,0.4035459,-0.0804170
MsgID.LOCAL_VELOCITY,1527096386.0938091,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096386.3419194,-122.3957464,37.7932789,0.0690000
MsgID.LOCAL_VELOCITY,1527096386.3419194,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096386.3420708,-0.2880828,0.4928493,-0.0694095
MsgID.LOCAL_VELOCITY,1527096386.3420708,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096386.5922675,-122.3957472,37.7932803,0.0600000
MsgID.LOCAL_VELOCITY,1527096386.5922675,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096386.5924549,-0.1301267,0.4214066,-0.0609118
MsgID.LOCAL_VELOCITY,1527096386.5924549,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096386.7762201,False,False
MsgID.GLOBAL_HOME,1527096386.7783060,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096386.8430748,-122.3957490,37.7932802,0.0550000
MsgID.LOCAL_VELOCITY,1527096386.8430748,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096386.8437488,-0.1451831,0.2560039,-0.0555593
MsgID.LOCAL_VELOCITY,1527096386.8437488,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096387.0941401,-122.3957490,37.7932801,0.0540000
MsgID.LOCAL_VELOCITY,1527096387.0941401,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096387.0944088,-0.1558674,0.2572767,-0.0545127
MsgID.LOCAL_VELOCITY,1527096387.0944088,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096387.3435581,-122.3957495,37.7932802,0.0570000
MsgID.LOCAL_VELOCITY,1527096387.3435581,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096387.3438048,-0.1478219,0.2120972,-0.0575409
MsgID.LOCAL_VELOCITY,1527096387.3438048,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096387.5934129,-122.3957480,37.7932803,0.0640000
MsgID.LOCAL_VELOCITY,1527096387.5934129,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096387.5935624,-0.1389032,0.3462075,-0.0649176
MsgID.LOCAL_VELOCITY,1527096387.5935624,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096387.7756646,False,False
MsgID.GLOBAL_HOME,1527096387.7799582,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096387.8448646,-122.3957480,37.7932790,0.0710000
MsgID.LOCAL_VELOCITY,1527096387.8448646,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096387.8459742,-0.2822103,0.3495913,-0.0715377
MsgID.LOCAL_VELOCITY,1527096387.8459742,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096388.0952945,-122.3957461,37.7932799,0.0750000
MsgID.LOCAL_VELOCITY,1527096388.0952945,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096388.0959876,-0.1819380,0.5185538,-0.0750227
MsgID.LOCAL_VELOCITY,1527096388.0959876,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096388.3452706,-122.3957466,37.7932807,0.0720000
MsgID.LOCAL_VELOCITY,1527096388.3452706,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096388.3465025,-0.0948788,0.4706942,-0.0720599
MsgID.LOCAL_VELOCITY,1527096388.3465025,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096388.5942714,-122.3957472,37.7932795,0.0600000
MsgID.LOCAL_VELOCITY,1527096388.5942714,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096388.5955279,-0.2184212,0.4164913,-0.0604585
MsgID.LOCAL_VELOCITY,1527096388.5955279,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096388.7762358,False,False
MsgID.GLOBAL_HOME,1527096388.7784889,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096388.8434377,-122.3957461,37.7932784,0.0410000
MsgID.LOCAL_VELOCITY,1527096388.8434377,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096388.8455222,-0.3415950,0.5134315,-0.0415147
MsgID.LOCAL_VELOCITY,1527096388.8455222,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096389.0943265,-122.3957487,37.7932795,0.0120000
MsgID.LOCAL_VELOCITY,1527096389.0943265,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096389.0944760,-0.2281354,0.2832502,-0.0127513
MsgID.LOCAL_VELOCITY,1527096389.0944760,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096389.3455915,-122.3957477,37.7932813,-0.0170000
MsgID.LOCAL_VELOCITY,1527096389.3455915,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096389.3459728,-0.0259545,0.3770653,0.0174963
MsgID.LOCAL_VELOCITY,1527096389.3459728,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096389.5942082,-122.3957483,37.7932797,-0.0440000
MsgID.LOCAL_VELOCITY,1527096389.5942082,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096389.5946102,-0.2047424,0.3196856,0.0447786
MsgID.LOCAL_VELOCITY,1527096389.5946102,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096389.7768545,False,False
MsgID.GLOBAL_HOME,1527096389.7798030,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096389.8450110,-122.3957483,37.7932791,-0.0630000
MsgID.LOCAL_VELOCITY,1527096389.8450110,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096389.8454139,-0.2669405,0.3163638,0.0631162
MsgID.LOCAL_VELOCITY,1527096389.8454139,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096390.0947492,-122.3957472,37.7932801,-0.0660000
MsgID.LOCAL_VELOCITY,1527096390.0947492,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096390.0953140,-0.1583251,0.4195026,0.0661108
MsgID.LOCAL_VELOCITY,1527096390.0953140,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096390.3457661,-122.3957474,37.7932802,-0.0490000
MsgID.LOCAL_VELOCITY,1527096390.3457661,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096390.3464828,-0.1395693,0.3990135,0.0492324
MsgID.LOCAL_VELOCITY,1527096390.3464828,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096390.5963187,-122.3957460,37.7932809,-0.0120000
MsgID.LOCAL_VELOCITY,1527096390.5963187,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096390.5968747,-0.0726112,0.5220824,0.0123274
MsgID.LOCAL_VELOCITY,1527096390.5968747,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096390.7756026,False,False
MsgID.GLOBAL_HOME,1527096390.7797971,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096390.8444366,-122.3957477,37.7932808,0.0370000
MsgID.LOCAL_VELOCITY,1527096390.8444366,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096390.8449948,-0.0759225,0.3745301,-0.0374327
MsgID.LOCAL_VELOCITY,1527096390.8449948,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096391.0957205,-122.3957475,37.7932817,0.0970000
MsgID.LOCAL_VELOCITY,1527096391.0957205,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096391.0960009,0.0207150,0.3873099,-0.0974407
MsgID.LOCAL_VELOCITY,1527096391.0960009,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096391.3467104,-122.3957475,37.7932808,0.1500000
MsgID.LOCAL_VELOCITY,1527096391.3467104,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096391.3473516,-0.0741116,0.3954745,-0.1506524
MsgID.LOCAL_VELOCITY,1527096391.3473516,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096391.5966597,-122.3957470,37.7932798,0.1890000
MsgID.LOCAL_VELOCITY,1527096391.5966597,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096391.5977237,-0.1937347,0.4362870,-0.1899795
MsgID.LOCAL_VELOCITY,1527096391.5977237,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096391.7775815,False,False
MsgID.GLOBAL_HOME,1527096391.7797477,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096391.8469157,-122.3957458,37.7932801,0.2080000
MsgID.LOCAL_VELOCITY,1527096391.8469157,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096391.8474295,-0.1570898,0.5464624,-0.2082924
MsgID.LOCAL_VELOCITY,1527096391.8474295,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096392.0955653,-122.3957474,37.7932801,0.2030000
MsgID.LOCAL_VELOCITY,1527096392.0955653,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096392.0963714,-0.1558674,0.3975958,-0.2033246
MsgID.LOCAL_VELOCITY,1527096392.0963714,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096392.3456068,-122.3957479,37.7932804,0.1780000
MsgID.LOCAL_VELOCITY,1527096392.3456068,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096392.3459990,-0.1184723,0.3530786,-0.1786055
MsgID.LOCAL_VELOCITY,1527096392.3459990,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096392.5961668,-122.3957469,37.7932816,0.1400000
MsgID.LOCAL_VELOCITY,1527096392.5961668,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096392.5963335,0.0121391,0.4439135,-0.1403231
MsgID.LOCAL_VELOCITY,1527096392.5963335,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096392.7766781,False,False
MsgID.GLOBAL_HOME,1527096392.7787678,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096392.8469486,-122.3957486,37.7932816,0.0940000
MsgID.LOCAL_VELOCITY,1527096392.8469486,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096392.8475232,0.0145903,0.2960300,-0.0942797
MsgID.LOCAL_VELOCITY,1527096392.8475232,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096393.0975647,-122.3957494,37.7932812,0.0460000
MsgID.LOCAL_VELOCITY,1527096393.0975647,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096393.0980489,-0.0309927,0.2233973,-0.0464908
MsgID.LOCAL_VELOCITY,1527096393.0980489,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096393.3464189,-122.3957489,37.7932806,0.0030000
MsgID.LOCAL_VELOCITY,1527096393.3464189,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096393.3467317,-0.0957196,0.2656482,-0.0038813
MsgID.LOCAL_VELOCITY,1527096393.3467317,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096393.5975168,-122.3957482,37.7932788,-0.0280000
MsgID.LOCAL_VELOCITY,1527096393.5975168,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096393.5979199,-0.2991810,0.3265049,0.0287744
MsgID.LOCAL_VELOCITY,1527096393.5979199,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096393.7771864,False,False
MsgID.GLOBAL_HOME,1527096393.7801664,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096393.8477800,-122.3957460,37.7932796,-0.0470000
MsgID.LOCAL_VELOCITY,1527096393.8477800,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096393.8481801,-0.2081573,0.5219790,0.0473943
MsgID.LOCAL_VELOCITY,1527096393.8481801,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096394.0959878,-122.3957487,37.7932798,-0.0500000
MsgID.LOCAL_VELOCITY,1527096394.0959878,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096394.0963371,-0.1884184,0.2888174,0.0505099
MsgID.LOCAL_VELOCITY,1527096394.0963371,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096394.3462973,-122.3957484,37.7932791,-0.0400000
MsgID.LOCAL_VELOCITY,1527096394.3462973,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096394.3467879,-0.2727354,0.3112933,0.0404031
MsgID.LOCAL_VELOCITY,1527096394.3467879,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096394.5981200,-122.3957470,37.7932811,-0.0170000
MsgID.LOCAL_VELOCITY,1527096394.5981200,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096394.5986052,-0.0484873,0.4349728,0.0171790
MsgID.LOCAL_VELOCITY,1527096394.5986052,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096394.7780373,False,False
MsgID.GLOBAL_HOME,1527096394.7801380,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096394.8478854,-122.3957469,37.7932815,0.0100000
MsgID.LOCAL_VELOCITY,1527096394.8478854,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096394.8485622,0.0033627,0.4439756,-0.0100593
MsgID.LOCAL_VELOCITY,1527096394.8485622,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096395.0983784,-122.3957485,37.7932813,0.0370000
MsgID.LOCAL_VELOCITY,1527096395.0983784,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096395.0988674,-0.0262003,0.3009867,-0.0378937
MsgID.LOCAL_VELOCITY,1527096395.0988674,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096395.3483725,-122.3957486,37.7932796,0.0600000
MsgID.LOCAL_VELOCITY,1527096395.3483725,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096395.3490949,-0.2124388,0.2906387,-0.0600804
MsgID.LOCAL_VELOCITY,1527096395.3490949,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096395.5970199,-122.3957470,37.7932794,0.0740000
MsgID.LOCAL_VELOCITY,1527096395.5970199,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096395.5976436,-0.2340920,0.4322824,-0.0745325
MsgID.LOCAL_VELOCITY,1527096395.5976436,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096395.7787535,False,False
MsgID.GLOBAL_HOME,1527096395.7807837,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096395.8477089,-122.3957474,37.7932792,0.0810000
MsgID.LOCAL_VELOCITY,1527096395.8477089,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096395.8481920,-0.2597745,0.3973785,-0.0810109
MsgID.LOCAL_VELOCITY,1527096395.8481920,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096396.0979376,-122.3957475,37.7932786,0.0820000
MsgID.LOCAL_VELOCITY,1527096396.0979376,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096396.0984190,-0.3253745,0.3954745,-0.0824668
MsgID.LOCAL_VELOCITY,1527096396.0984190,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096396.3476002,-122.3957466,37.7932786,0.0820000
MsgID.LOCAL_VELOCITY,1527096396.3476002,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096396.3481579,-0.3258078,0.4705597,-0.0828547
MsgID.LOCAL_VELOCITY,1527096396.3481579,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096396.5985217,-122.3957459,37.7932789,0.0840000
MsgID.LOCAL_VELOCITY,1527096396.5985217,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096396.5990055,-0.2844739,0.5304954,-0.0849999
MsgID.LOCAL_VELOCITY,1527096396.5990055,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096396.7799175,False,False
MsgID.GLOBAL_HOME,1527096396.7811160,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096396.8491697,-122.3957481,37.7932794,0.0900000
MsgID.LOCAL_VELOCITY,1527096396.8491697,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096396.8496692,-0.2392078,0.3340797,-0.0902558
MsgID.LOCAL_VELOCITY,1527096396.8496692,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096397.0982723,-122.3957489,37.7932812,0.0980000
MsgID.LOCAL_VELOCITY,1527096397.0982723,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096397.0990071,-0.0319176,0.2689285,-0.0985885
MsgID.LOCAL_VELOCITY,1527096397.0990071,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096397.3484693,-122.3957481,37.7932812,0.1090000
MsgID.LOCAL_VELOCITY,1527096397.3484693,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096397.3486872,-0.0329265,0.3411474,-0.1091139
MsgID.LOCAL_VELOCITY,1527096397.3486872,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096397.5995419,-122.3957460,37.7932818,0.1190000
MsgID.LOCAL_VELOCITY,1527096397.5995419,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096397.5998836,0.0302934,0.5279705,-0.1197089
MsgID.LOCAL_VELOCITY,1527096397.5998836,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096397.7780838,False,False
MsgID.GLOBAL_HOME,1527096397.7801623,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096397.8483341,-122.3957475,37.7932810,0.1280000
MsgID.LOCAL_VELOCITY,1527096397.8483341,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096397.8487644,-0.0531116,0.3916250,-0.1281454
MsgID.LOCAL_VELOCITY,1527096397.8487644,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096398.0993919,-122.3957476,37.7932801,0.1320000
MsgID.LOCAL_VELOCITY,1527096398.0993919,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096398.0999076,-0.1521292,0.3786486,-0.1327109
MsgID.LOCAL_VELOCITY,1527096398.0999076,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096398.3494737,-122.3957475,37.7932801,0.1320000
MsgID.LOCAL_VELOCITY,1527096398.3494737,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096398.3500161,-0.1558804,0.3954745,-0.1326178
MsgID.LOCAL_VELOCITY,1527096398.3500161,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096398.5983212,-122.3957476,37.7932801,0.1280000
MsgID.LOCAL_VELOCITY,1527096398.5983212,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096398.5988090,-0.1558674,0.3857163,-0.1280643
MsgID.LOCAL_VELOCITY,1527096398.5988090,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096398.7792776,False,False
MsgID.GLOBAL_HOME,1527096398.7804914,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096398.8484457,-122.3957489,37.7932801,0.1200000
MsgID.LOCAL_VELOCITY,1527096398.8484457,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096398.8489778,-0.1557898,0.2637856,-0.1201086
MsgID.LOCAL_VELOCITY,1527096398.8489778,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096399.0988739,-122.3957495,37.7932801,0.1100000
MsgID.LOCAL_VELOCITY,1527096399.0988739,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096399.0993996,-0.1556734,0.2125422,-0.1102557
MsgID.LOCAL_VELOCITY,1527096399.0993996,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096399.3494296,-122.3957488,37.7932801,0.1000000
MsgID.LOCAL_VELOCITY,1527096399.3494296,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096399.3500395,-0.1558674,0.2751580,-0.1003766
MsgID.LOCAL_VELOCITY,1527096399.3500395,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1527096399.6000307,-122.3957476,37.7932801,0.0890000
MsgID.LOCAL_VELOCITY,1527096399.6000307,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096399.6007872,-0.1558610,0.3843089,-0.0899690
MsgID.LOCAL_VELOCITY,1527096399.6007872,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1527096399.7789557,False,False
MsgID.GLOBAL_HOME,1527096399.7809498,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1527096399.8492625,-122.3957466,37.7932801,0.0780000
MsgID.LOCAL_VELOCITY,1527096399.8492625,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1527096399.8498263,-0.1555893,0.4680969,-0.0788511
